RT,acc,Cond,c.resp,qs,SubjNum
3.53,1,AA,1,<=.3,53
6.48,0,AA,1,<.7-1.0,53
4.85,1,AA,2,>.3-<=.7,53
3.69,1,AA,2,<=.3,53
7.15,1,AA,1,<.7-1.0,53
5.67,1,AA,1,>.3-<=.7,53
10.49,1,AB,1,>.3-<=.7,55
6.66,1,AB,1,<=.3,55
12.7,1,AB,2,<.7-1.0,55
7.83,1,AB,1,>.3-<=.7,55
9.48,1,AB,1,>.3-<=.7,55
24.52,1,AB,2,<.7-1.0,55
14.51,1,AB,2,<.7-1.0,55
12.82,1,AB,2,<.7-1.0,55
8.96,1,AB,1,>.3-<=.7,55
4.21,1,AB,1,<=.3,55
5.83,1,AB,1,<=.3,55
5.5,1,AB,2,<=.3,55
11.35,0,AB,1,>.3-<=.7,55
10.81,1,AB,2,>.3-<=.7,55
10.23,1,AB,2,>.3-<=.7,55
11.51,1,AB,2,>.3-<=.7,55
9.27,1,AB,2,>.3-<=.7,55
43.14,0,AB,1,<.7-1.0,55
14.03,1,AB,2,<.7-1.0,55
7.53,1,AB,2,<=.3,55
9.07,1,AB,1,>.3-<=.7,55
16.16,1,AB,1,<.7-1.0,55
7.01,1,AB,1,<=.3,55
6.41,1,AB,2,<=.3,55
11.2,1,AB,1,>.3-<=.7,55
7.77,1,AB,1,<=.3,55
13.76,1,AB,2,<.7-1.0,55
6.94,1,AB,2,<=.3,55
17.7,1,AB,1,<.7-1.0,55
17.95,1,AB,1,<.7-1.0,55
8.07,1,AB,2,>.3-<=.7,55
5.85,1,AB,2,<=.3,55
6.33,1,AA,1,>.3-<=.7,55
12.4,1,AA,1,<.7-1.0,55
9.51,1,AA,1,<.7-1.0,55
3.35,1,AA,2,<=.3,55
3.98,1,AA,2,<=.3,55
6.27,1,AA,2,>.3-<=.7,55
4.11,1,AA,1,<=.3,55
5.88,1,AA,2,>.3-<=.7,55
8.76,1,AA,1,<.7-1.0,55
6.5,1,AA,1,>.3-<=.7,55
6.74,1,AA,2,>.3-<=.7,55
27.89,1,AA,2,<.7-1.0,55
22.91,0,AA,1,<.7-1.0,55
6.79,0,AA,2,>.3-<=.7,55
5.96,1,AA,2,>.3-<=.7,55
4.15,1,AA,2,<=.3,55
5.76,1,AA,1,>.3-<=.7,55
4.23,1,AA,1,<=.3,55
5.12,1,AA,2,>.3-<=.7,55
3.74,1,AA,2,<=.3,55
3.57,1,AA,2,<=.3,55
6.87,0,AA,2,<.7-1.0,55
4.02,1,AA,1,<=.3,55
7.38,1,AA,1,<.7-1.0,55
3.8,1,AA,1,<=.3,55
8.81,1,AA,1,<.7-1.0,55
5.83,1,AA,1,>.3-<=.7,55
7.49,1,AA,2,<.7-1.0,55
4.82,1,AA,1,>.3-<=.7,55
4.81,1,AA,2,>.3-<=.7,55
3.41,1,AA,1,<=.3,55
14.43,1,AA,2,<.7-1.0,55
4.01,0,AB,2,<.7-1.0,56
2.47,0,AB,2,<.7-1.0,56
2.7,1,AB,2,<.7-1.0,56
4.58,1,AB,1,<.7-1.0,56
2.55,1,AB,2,<.7-1.0,56
2.34,1,AB,1,>.3-<=.7,56
4.12,1,AB,1,<.7-1.0,56
4.06,1,AB,1,<.7-1.0,56
3.36,1,AB,2,<.7-1.0,56
2.11,1,AB,1,>.3-<=.7,56
1.08,1,AB,1,<=.3,56
2.27,1,AB,1,>.3-<=.7,56
1.42,0,AB,2,<=.3,56
1.45,0,AB,2,>.3-<=.7,56
1.43,1,AB,2,<=.3,56
1.22,1,AB,1,<=.3,56
2.17,0,AB,2,>.3-<=.7,56
2.01,0,AB,2,>.3-<=.7,56
1.64,1,AB,2,>.3-<=.7,56
0.39,1,AB,1,<=.3,56
1.68,1,AB,1,>.3-<=.7,56
0.72,0,AB,2,<=.3,56
0.83,0,AB,1,<=.3,56
0.5,0,AB,2,<=.3,56
1.4,1,AB,1,<=.3,56
1.8,1,AB,2,>.3-<=.7,56
0.37,1,AB,2,<=.3,56
2.4,1,AB,1,>.3-<=.7,56
1.55,1,AB,1,>.3-<=.7,56
5.19,1,AB,2,<.7-1.0,56
2.41,1,AB,1,<.7-1.0,56
1.86,1,AB,1,>.3-<=.7,56
5.87,0,AA,2,<.7-1.0,56
2.79,1,AA,2,<.7-1.0,56
5.42,1,AA,2,<.7-1.0,56
6.41,1,AA,2,<.7-1.0,56
3.32,1,AA,2,<.7-1.0,56
2.66,1,AA,2,<.7-1.0,56
1.33,1,AA,1,>.3-<=.7,56
2.44,1,AA,1,>.3-<=.7,56
4.53,1,AA,1,<.7-1.0,56
3.86,1,AA,1,<.7-1.0,56
2.29,1,AA,1,>.3-<=.7,56
1.43,0,AA,2,>.3-<=.7,56
2.5,1,AA,1,<.7-1.0,56
2.29,0,AA,1,>.3-<=.7,56
0.82,0,AA,1,<=.3,56
0.81,0,AA,1,<=.3,56
0.78,0,AA,2,<=.3,56
1.04,1,AA,2,>.3-<=.7,56
0.85,1,AA,2,>.3-<=.7,56
0.55,1,AA,1,<=.3,56
0.63,1,AA,1,<=.3,56
0.79,1,AA,2,<=.3,56
0.93,1,AA,2,>.3-<=.7,56
0.52,0,AA,2,<=.3,56
0.39,0,AA,2,<=.3,56
0.33,1,AA,1,<=.3,56
0.92,1,AA,1,>.3-<=.7,56
4.19,0,AA,1,<.7-1.0,56
1.3,0,AA,1,>.3-<=.7,56
0.85,1,AA,2,>.3-<=.7,56
0.59,0,AA,2,<=.3,56
1.33,1,AA,1,>.3-<=.7,56
2.84,1,AB,2,<.7-1.0,57
1.1,1,AB,1,<=.3,57
0.97,0,AB,2,<=.3,57
7.77,0,AB,2,<.7-1.0,57
2.82,0,AB,2,<.7-1.0,57
1.36,0,AB,1,>.3-<=.7,57
1.79,1,AB,2,>.3-<=.7,57
3.71,0,AB,2,<.7-1.0,57
1.21,0,AB,1,<=.3,57
5.1,1,AB,1,<.7-1.0,57
1.53,1,AB,1,>.3-<=.7,57
1.08,1,AB,2,<=.3,57
1.04,1,AB,1,<=.3,57
10.42,1,AB,1,<.7-1.0,57
1.99,1,AB,1,>.3-<=.7,57
2.04,1,AB,1,>.3-<=.7,57
4.84,1,AB,2,<.7-1.0,57
1.51,1,AB,2,>.3-<=.7,57
1.48,0,AB,2,>.3-<=.7,57
2.76,0,AB,2,<.7-1.0,57
1.7,0,AB,2,>.3-<=.7,57
2.01,1,AB,2,>.3-<=.7,57
1.64,1,AB,1,>.3-<=.7,57
1.13,0,AB,2,<=.3,57
1.02,1,AB,1,<=.3,57
2.17,0,AB,1,>.3-<=.7,57
1.49,1,AB,1,>.3-<=.7,57
2.45,0,AB,1,<.7-1.0,57
1.35,0,AB,1,<=.3,57
5.09,1,AB,1,<.7-1.0,57
1.31,1,AB,2,<=.3,57
1.31,1,AB,2,<=.3,57
4.34,1,AA,2,<.7-1.0,57
6.55,0,AA,1,<.7-1.0,57
2.84,1,AA,2,>.3-<=.7,57
2.83,1,AA,2,>.3-<=.7,57
12.2,1,AA,2,<.7-1.0,57
2.62,1,AA,2,<=.3,57
4.14,0,AA,1,<.7-1.0,57
2.86,1,AA,1,>.3-<=.7,57
3.98,1,AA,2,<.7-1.0,57
5.02,1,AA,1,<.7-1.0,57
3.64,1,AA,1,>.3-<=.7,57
1.37,1,AA,2,<=.3,57
1.66,1,AA,1,<=.3,57
5.41,1,AA,2,<.7-1.0,57
3.71,1,AA,1,>.3-<=.7,57
2.47,1,AA,1,<=.3,57
2.12,0,AA,2,<=.3,57
3.44,1,AA,1,>.3-<=.7,57
3.56,0,AA,1,>.3-<=.7,57
5.32,0,AA,2,<.7-1.0,57
1.4,1,AA,2,<=.3,57
1.69,0,AA,2,<=.3,57
2.49,1,AA,1,<=.3,57
2.7,1,AA,2,>.3-<=.7,57
3.28,0,AA,1,>.3-<=.7,57
2.83,1,AA,2,>.3-<=.7,57
3.83,1,AA,1,<.7-1.0,57
1.98,0,AA,2,<=.3,57
4.63,1,AA,1,<.7-1.0,57
1.68,1,AA,1,<=.3,57
2.63,1,AA,2,>.3-<=.7,57
3.18,1,AA,1,>.3-<=.7,57
6.36,1,AB,2,<.7-1.0,58
9.63,0,AB,1,<.7-1.0,58
1.79,1,AB,1,<=.3,58
10.14,0,AB,1,<.7-1.0,58
3.24,1,AB,1,>.3-<=.7,58
4.58,1,AB,2,>.3-<=.7,58
3.13,1,AB,1,>.3-<=.7,58
5.91,1,AB,1,>.3-<=.7,58
3.92,1,AB,1,>.3-<=.7,58
2.58,1,AB,2,<=.3,58
2.77,1,AB,1,<=.3,58
5.77,0,AB,1,>.3-<=.7,58
4.43,0,AB,2,>.3-<=.7,58
3.4,0,AB,1,>.3-<=.7,58
3.44,1,AB,2,>.3-<=.7,58
2.76,1,AB,2,<=.3,58
10.1,0,AB,1,<.7-1.0,58
4.62,1,AB,2,>.3-<=.7,58
5.91,0,AB,2,>.3-<=.7,58
6.26,1,AB,2,<.7-1.0,58
7.85,0,AB,2,<.7-1.0,58
2.8,1,AB,1,<=.3,58
3.01,1,AB,1,<=.3,58
6,1,AB,1,<.7-1.0,58
5.78,1,AB,2,>.3-<=.7,58
13.43,0,AB,1,<.7-1.0,58
41.78,0,AB,2,<.7-1.0,58
1.5,1,AB,1,<=.3,58
2.96,1,AB,2,<=.3,58
4.37,0,AB,2,>.3-<=.7,58
2.94,1,AB,2,<=.3,58
3.01,0,AB,2,<=.3,58
4.81,1,AA,2,<.7-1.0,58
3.34,1,AA,2,>.3-<=.7,58
5.96,1,AA,1,<.7-1.0,58
2.42,1,AA,2,<=.3,58
1.95,1,AA,1,<=.3,58
4.28,1,AA,2,>.3-<=.7,58
2.6,1,AA,1,<=.3,58
8.69,1,AA,1,<.7-1.0,58
3.13,0,AA,2,>.3-<=.7,58
4.54,1,AA,2,<.7-1.0,58
9.47,1,AA,1,<.7-1.0,58
6.17,1,AA,1,<.7-1.0,58
2.17,0,AA,1,<=.3,58
4.15,0,AA,1,>.3-<=.7,58
2.69,1,AA,2,>.3-<=.7,58
1.78,0,AA,1,<=.3,58
2.42,1,AA,1,<=.3,58
10.78,1,AA,2,<.7-1.0,58
7.07,1,AA,2,<.7-1.0,58
6.47,1,AA,1,<.7-1.0,58
4.57,1,AA,2,<.7-1.0,58
4.34,1,AA,2,>.3-<=.7,58
4.03,1,AA,2,>.3-<=.7,58
2.33,0,AA,1,<=.3,58
2.64,0,AA,2,>.3-<=.7,58
1.48,1,AA,1,<=.3,58
4.22,1,AA,2,>.3-<=.7,58
3.61,1,AA,2,>.3-<=.7,58
1.92,1,AA,1,<=.3,58
3.34,1,AA,1,>.3-<=.7,58
3.84,1,AA,1,>.3-<=.7,58
1.96,0,AA,2,<=.3,58
8.37,0,AB,1,<.7-1.0,59
2.35,1,AB,2,<=.3,59
3.87,1,AB,2,>.3-<=.7,59
6.98,1,AB,1,<.7-1.0,59
6.73,0,AB,1,<.7-1.0,59
3.31,1,AB,1,>.3-<=.7,59
3.86,1,AB,2,>.3-<=.7,59
6.79,1,AB,2,<.7-1.0,59
5.4,1,AB,1,>.3-<=.7,59
2.99,1,AB,1,<=.3,59
2.28,0,AB,2,<=.3,59
3.96,1,AB,2,>.3-<=.7,59
10.89,0,AB,1,<.7-1.0,59
4,1,AB,1,>.3-<=.7,59
5.19,1,AB,2,>.3-<=.7,59
2.46,1,AB,1,<=.3,59
7.52,1,AB,1,<.7-1.0,59
3.45,1,AB,2,>.3-<=.7,59
6.08,1,AB,1,<.7-1.0,59
2.08,1,AB,2,<=.3,59
10.4,0,AB,1,<.7-1.0,59
10.27,1,AB,1,<.7-1.0,59
11.51,1,AB,2,<.7-1.0,59
2.52,1,AB,1,<=.3,59
4.58,1,AB,2,>.3-<=.7,59
3.01,1,AB,1,<=.3,59
2.19,1,AB,2,<=.3,59
2.77,1,AB,2,<=.3,59
4.44,1,AB,2,>.3-<=.7,59
3.65,1,AB,2,>.3-<=.7,59
4.7,1,AB,2,>.3-<=.7,59
2.23,1,AB,1,<=.3,59
2.65,1,AA,2,<=.3,59
6.32,1,AA,2,<.7-1.0,59
2.87,1,AA,2,>.3-<=.7,59
6.15,1,AA,2,<.7-1.0,59
3.27,1,AA,2,>.3-<=.7,59
3.43,1,AA,1,>.3-<=.7,59
2.69,1,AA,1,<=.3,59
4.31,1,AA,2,>.3-<=.7,59
4.33,1,AA,1,<.7-1.0,59
4.07,1,AA,1,>.3-<=.7,59
4.25,1,AA,2,>.3-<=.7,59
2.18,0,AA,2,<=.3,59
2.07,1,AA,1,<=.3,59
5.21,0,AA,2,<.7-1.0,59
3.08,1,AA,2,>.3-<=.7,59
1.92,1,AA,2,<=.3,59
5.88,1,AA,1,<.7-1.0,59
7.28,1,AA,1,<.7-1.0,59
3.79,1,AA,1,>.3-<=.7,59
2.05,1,AA,1,<=.3,59
2.98,1,AA,1,>.3-<=.7,59
6.83,1,AA,1,<.7-1.0,59
1.47,1,AA,1,<=.3,59
2.03,1,AA,2,<=.3,59
2.8,1,AA,1,<=.3,59
2.92,1,AA,2,>.3-<=.7,59
2.83,1,AA,2,>.3-<=.7,59
8.19,1,AA,2,<.7-1.0,59
5.29,1,AA,1,<.7-1.0,59
2.29,1,AA,1,<=.3,59
8.39,1,AA,1,<.7-1.0,59
3.36,1,AA,2,>.3-<=.7,59
8.62,1,AB,2,>.3-<=.7,6
10.69,1,AB,2,<.7-1.0,6
11.96,1,AB,1,<.7-1.0,6
10.36,0,AB,2,<.7-1.0,6
9.71,1,AB,2,<.7-1.0,6
10.62,1,AB,2,<.7-1.0,6
9.16,1,AB,1,<.7-1.0,6
11.69,0,AB,2,<.7-1.0,6
3.42,1,AB,2,<=.3,6
3.19,1,AB,2,<=.3,6
4.32,1,AB,2,>.3-<=.7,6
6.22,1,AB,1,>.3-<=.7,6
2.85,1,AB,1,<=.3,6
3.23,0,AB,2,<=.3,6
11.67,1,AB,1,<.7-1.0,6
1.86,1,AB,1,<=.3,6
24,0,AB,2,<.7-1.0,6
11.87,1,AB,1,<.7-1.0,6
3.94,0,AB,2,>.3-<=.7,6
5.31,1,AB,2,>.3-<=.7,6
5.15,1,AB,1,>.3-<=.7,6
4.4,0,AB,1,>.3-<=.7,6
6.25,1,AB,1,>.3-<=.7,6
5.86,1,AB,1,>.3-<=.7,6
3.38,1,AB,1,<=.3,6
7.16,1,AB,1,>.3-<=.7,6
4.11,1,AB,2,>.3-<=.7,6
1.37,0,AB,1,<=.3,6
2.4,1,AB,1,<=.3,6
3.55,1,AB,2,<=.3,6
3.7,1,AB,2,<=.3,6
5.79,1,AB,1,>.3-<=.7,6
9.29,1,AA,1,<.7-1.0,6
4.7,1,AA,1,>.3-<=.7,6
7.85,0,AA,1,<.7-1.0,6
5.14,1,AA,1,>.3-<=.7,6
5.9,1,AA,2,>.3-<=.7,6
2.4,1,AA,1,<=.3,6
16.85,1,AA,2,<.7-1.0,6
5.92,0,AA,2,<.7-1.0,6
4.74,1,AA,2,>.3-<=.7,6
9.75,1,AA,2,<.7-1.0,6
4.3,1,AA,2,>.3-<=.7,6
6.32,1,AA,1,<.7-1.0,6
7.82,1,AA,1,<.7-1.0,6
5.46,1,AA,1,>.3-<=.7,6
2.99,1,AA,1,<=.3,6
7.83,1,AA,2,<.7-1.0,6
6.43,1,AA,2,<.7-1.0,6
3.92,1,AA,1,<=.3,6
8.43,0,AA,2,<.7-1.0,6
5.25,1,AA,2,>.3-<=.7,6
4.93,1,AA,1,>.3-<=.7,6
2.8,1,AA,1,<=.3,6
2.75,1,AA,1,<=.3,6
5.35,0,AA,2,>.3-<=.7,6
3.64,1,AA,2,<=.3,6
5.04,1,AA,1,>.3-<=.7,6
2.77,1,AA,2,<=.3,6
2.87,1,AA,2,<=.3,6
3.09,0,AA,1,<=.3,6
3.7,1,AA,1,<=.3,6
4.65,1,AA,2,>.3-<=.7,6
4.36,1,AA,2,>.3-<=.7,6
6.48,1,AB,1,>.3-<=.7,60
5.54,1,AB,2,>.3-<=.7,60
47.29,0,AB,1,<.7-1.0,60
7.34,1,AB,1,<.7-1.0,60
3.24,1,AB,1,<=.3,60
6.07,1,AB,1,>.3-<=.7,60
5.19,0,AB,2,>.3-<=.7,60
23.55,0,AB,2,<.7-1.0,60
3.85,1,AB,2,<=.3,60
3.89,1,AB,2,<=.3,60
4.8,0,AB,2,<=.3,60
2.55,0,AB,2,<=.3,60
5.43,1,AB,2,>.3-<=.7,60
5.24,1,AB,1,>.3-<=.7,60
9.79,1,AB,2,<.7-1.0,60
24.09,0,AB,2,<.7-1.0,60
4.5,1,AB,1,<=.3,60
4.14,0,AB,1,<=.3,60
4.48,1,AB,1,<=.3,60
34.81,0,AB,1,<.7-1.0,60
7.35,0,AB,1,<.7-1.0,60
5.95,1,AB,2,>.3-<=.7,60
4.94,1,AB,2,>.3-<=.7,60
2.36,1,AB,2,<=.3,60
6.99,1,AB,2,>.3-<=.7,60
6.24,0,AB,1,>.3-<=.7,60
5.01,1,AB,2,>.3-<=.7,60
9.58,0,AB,1,<.7-1.0,60
14.95,1,AB,2,<.7-1.0,60
3.28,1,AB,1,<=.3,60
16.56,1,AB,1,<.7-1.0,60
5.91,0,AB,1,>.3-<=.7,60
4.3,1,AA,2,<=.3,60
23.54,0,AA,2,<.7-1.0,60
3.15,1,AA,1,<=.3,60
3.32,1,AA,2,<=.3,60
40.73,1,AA,1,<.7-1.0,60
14.03,1,AA,1,<.7-1.0,60
2.79,1,AA,1,<=.3,60
6.94,1,AA,1,>.3-<=.7,60
2.59,1,AA,2,<=.3,60
5.03,1,AA,1,>.3-<=.7,60
3.93,1,AA,1,<=.3,60
13.68,0,AA,2,<.7-1.0,60
17.11,1,AA,1,<.7-1.0,60
2.7,1,AA,1,<=.3,60
12.23,1,AA,2,>.3-<=.7,60
3.74,0,AA,1,<=.3,60
9.59,1,AA,1,>.3-<=.7,60
6.02,0,AA,2,>.3-<=.7,60
17.03,1,AA,2,<.7-1.0,60
2.61,1,AA,2,<=.3,60
9.21,0,AA,1,>.3-<=.7,60
13.68,1,AA,2,<.7-1.0,60
12.43,0,AA,2,<.7-1.0,60
5.01,1,AA,2,>.3-<=.7,60
6.52,1,AA,1,>.3-<=.7,60
18.78,1,AA,1,<.7-1.0,60
5.09,1,AA,2,>.3-<=.7,60
2.2,1,AA,2,<=.3,60
9.91,1,AA,2,>.3-<=.7,60
5.3,0,AA,2,>.3-<=.7,60
7.17,1,AA,1,>.3-<=.7,60
12.5,1,AA,1,<.7-1.0,60
8.43,1,AB,2,<.7-1.0,7
9.04,1,AB,1,<.7-1.0,7
2.44,1,AB,1,<=.3,7
5.39,1,AB,2,>.3-<=.7,7
6.27,1,AB,1,>.3-<=.7,7
2.62,1,AB,1,<=.3,7
4.61,1,AB,2,>.3-<=.7,7
3.32,1,AB,2,<=.3,7
4.51,0,AB,2,>.3-<=.7,7
9.23,0,AB,1,<.7-1.0,7
3.04,1,AB,2,<=.3,7
6.72,1,AB,2,<.7-1.0,7
7.46,1,AB,1,<.7-1.0,7
6.35,1,AB,1,>.3-<=.7,7
1.92,1,AB,1,<=.3,7
3.59,1,AB,2,>.3-<=.7,7
3.22,1,AB,1,<=.3,7
6.49,0,AB,1,<.7-1.0,7
3.61,1,AB,1,>.3-<=.7,7
1.88,1,AB,2,<=.3,7
4.37,1,AB,2,>.3-<=.7,7
4.05,1,AB,1,>.3-<=.7,7
2.31,0,AB,2,<=.3,7
5.2,0,AB,2,>.3-<=.7,7
7.99,1,AB,2,<.7-1.0,7
2.57,1,AB,1,<=.3,7
7.22,1,AB,1,<.7-1.0,7
3.48,1,AB,2,>.3-<=.7,7
10.84,1,AB,2,<.7-1.0,7
7.24,1,AB,1,<.7-1.0,7
1.73,1,AB,2,<=.3,7
3.64,1,AB,1,>.3-<=.7,7
2.81,1,AA,2,<=.3,7
6.81,1,AA,2,>.3-<=.7,7
2.97,1,AA,1,<=.3,7
17.71,0,AA,1,<.7-1.0,7
7.28,1,AA,2,<.7-1.0,7
3.22,1,AA,2,<=.3,7
5.87,1,AA,1,>.3-<=.7,7
12.54,1,AA,1,<.7-1.0,7
2.99,1,AA,1,<=.3,7
6.53,0,AA,2,>.3-<=.7,7
3.98,1,AA,2,>.3-<=.7,7
3.64,1,AA,1,>.3-<=.7,7
2.73,1,AA,1,<=.3,7
5.94,1,AA,2,>.3-<=.7,7
6.87,0,AA,2,<.7-1.0,7
8.19,1,AA,2,<.7-1.0,7
9.81,1,AA,2,<.7-1.0,7
6.91,1,AA,2,<.7-1.0,7
4.73,1,AA,1,>.3-<=.7,7
5.05,0,AA,1,>.3-<=.7,7
8.05,1,AA,1,<.7-1.0,7
3.1,1,AA,2,<=.3,7
3.54,1,AA,1,<=.3,7
6.57,1,AA,2,>.3-<=.7,7
3.78,1,AA,1,>.3-<=.7,7
2.35,1,AA,1,<=.3,7
10,1,AA,1,<.7-1.0,7
1.83,1,AA,2,<=.3,7
5.5,0,AA,2,>.3-<=.7,7
9.53,0,AA,1,<.7-1.0,7
2.92,1,AA,1,<=.3,7
4.02,0,AA,2,>.3-<=.7,7
4.79,1,AB,1,>.3-<=.7,9
4.6,1,AB,1,>.3-<=.7,9
8.79,1,AB,2,<.7-1.0,9
15.41,0,AB,1,<.7-1.0,9
2.12,1,AB,2,<=.3,9
3.02,0,AB,1,<=.3,9
1.94,0,AB,2,<=.3,9
1.82,0,AB,1,<=.3,9
27.68,1,AB,1,<.7-1.0,9
3.9,1,AB,1,<=.3,9
1.9,0,AB,1,<=.3,9
4.64,1,AB,2,>.3-<=.7,9
10.52,1,AB,2,<.7-1.0,9
10.2,0,AB,1,<.7-1.0,9
4.56,0,AB,2,>.3-<=.7,9
5.54,1,AB,2,>.3-<=.7,9
8.69,1,AB,1,>.3-<=.7,9
6.1,1,AB,2,>.3-<=.7,9
8.09,1,AB,1,>.3-<=.7,9
4.13,1,AB,1,<=.3,9
7.57,1,AB,2,>.3-<=.7,9
17.3,1,AB,2,<.7-1.0,9
8.72,0,AB,1,<.7-1.0,9
19.04,1,AB,2,<.7-1.0,9
5.26,1,AB,1,>.3-<=.7,9
8.4,1,AB,2,>.3-<=.7,9
9.55,1,AB,2,<.7-1.0,9
1.94,0,AB,2,<=.3,9
19.62,0,AB,1,<.7-1.0,9
4.78,1,AB,1,>.3-<=.7,9
4.09,1,AB,2,<=.3,9
2.89,0,AB,2,<=.3,9
2.04,1,AA,1,<=.3,9
2.85,1,AA,1,<=.3,9
4.91,1,AA,2,<=.3,9
7.09,1,AA,1,>.3-<=.7,9
3.73,1,AA,2,<=.3,9
1.58,1,AA,1,<=.3,9
2.61,1,AA,1,<=.3,9
28.7,1,AA,1,<.7-1.0,9
22.18,1,AA,2,<.7-1.0,9
5.49,1,AA,2,>.3-<=.7,9
3.07,1,AA,1,<=.3,9
34.98,1,AA,2,<.7-1.0,9
14.14,1,AA,2,<.7-1.0,9
2.08,1,AA,1,<=.3,9
12.76,1,AA,1,>.3-<=.7,9
6.12,1,AA,2,>.3-<=.7,9
5.51,1,AA,1,>.3-<=.7,9
5.19,1,AA,1,>.3-<=.7,9
7.1,0,AA,2,>.3-<=.7,9
15.02,1,AA,2,<.7-1.0,9
7.78,1,AA,2,>.3-<=.7,9
2.18,1,AA,2,<=.3,9
25.02,0,AA,1,<.7-1.0,9
16.46,0,AA,1,<.7-1.0,9
21.82,0,AA,2,<.7-1.0,9
2.19,1,AA,1,<=.3,9
19.05,1,AA,1,<.7-1.0,9
17.6,1,AA,2,<.7-1.0,9
8.73,0,AA,2,>.3-<=.7,9
8.8,0,AA,2,>.3-<=.7,9
5.46,1,AA,1,>.3-<=.7,9
7.21,0,AA,2,>.3-<=.7,9